EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,MonthlyIncome,HourlyRate,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,OverTime,BusinessTravel,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,DistanceFromHome,JobInvolvement,StockOptionLevel,PromotionLast5Years,EmploymentType,Attrition
EMP00149,44,Male,Research & Development,Healthcare Representative,5,Marketing,Married,5,15,4,5,24,115365,64,1,4,3,3,No,Travel_Rarely,4,2,0,22,3,2,1,Full-Time,No
EMP00150,58,Male,Human Resources,HR Manager,2,Technical Degree,Married,5,18,7,6,38,96100,70,3,2,2,3,No,Travel_Frequently,3,6,3,5,2,1,0,Part-Time,No
EMP00151,52,Male,Sales,Sales Executive,3,Life Sciences,Divorced,5,8,2,0,31,124522,88,2,3,4,2,No,Travel_Rarely,2,3,4,1,1,1,1,Full-Time,No
EMP00152,20,Male,Sales,Sales Executive,2,Life Sciences,Married,1,0,0,0,0,35217,45,4,1,3,2,No,Non-Travel,3,3,6,17,4,0,1,Full-Time,No
EMP00153,46,Female,Research & Development,Laboratory Technician,1,Marketing,Single,5,7,6,4,24,86045,85,4,4,3,2,No,Travel_Frequently,3,5,6,9,3,0,1,Full-Time,No
EMP00154,32,Male,Research & Development,Research Director,3,Other,Single,2,2,0,1,10,51983,74,3,2,1,3,No,Travel_Rarely,1,3,2,9,2,0,1,Full-Time,No
EMP00155,22,Male,Research & Development,Laboratory Technician,2,Technical Degree,Married,2,0,0,0,0,57096,88,3,4,2,2,Yes,Travel_Rarely,4,2,6,24,3,2,1,Full-Time,Yes
EMP00156,58,Female,Human Resources,Recruiter,3,Marketing,Single,5,15,4,5,36,117748,79,4,2,3,2,No,Travel_Frequently,3,2,6,10,3,0,1,Full-Time,No
EMP00157,25,Female,Research & Development,Research Director,2,Marketing,Divorced,2,2,1,1,3,51810,41,4,3,4,3,No,Travel_Rarely,3,0,7,20,3,1,0,Contract,Yes
EMP00158,27,Female,Research & Development,Manufacturing Director,3,Medical,Married,2,2,1,1,5,55046,41,4,1,4,3,No,Travel_Frequently,3,1,3,17,3,2,1,Full-Time,No
EMP00159,46,Female,Sales,Sales Representative,4,Medical,Single,4,13,9,2,26,76726,62,1,2,2,3,Yes,Travel_Rarely,4,4,3,13,3,3,1,Full-Time,Yes
EMP00160,28,Female,Research & Development,Research Director,3,Other,Married,2,2,1,0,6,56301,78,2,4,3,3,No,Travel_Rarely,1,4,5,29,4,0,1,Full-Time,Yes
EMP00161,56,Male,Human Resources,Human Resources,3,Technical Degree,Married,5,16,3,10,34,124897,50,3,1,2,3,No,Travel_Rarely,3,1,5,36,2,2,1,Full-Time,No
EMP00162,52,Male,Research & Development,Laboratory Technician,3,Human Resources,Divorced,5,16,15,7,31,81330,89,3,3,4,3,Yes,Travel_Rarely,3,4,0,23,2,0,1,Contract,Yes
EMP00163,43,Male,Sales,Sales Representative,4,Medical,Divorced,4,17,15,1,23,100874,81,1,1,4,4,No,Travel_Rarely,3,4,1,27,3,1,0,Full-Time,No
EMP00164,34,Male,Research & Development,Research Scientist,3,Human Resources,Married,3,6,5,3,11,71261,83,1,3,3,3,No,Travel_Rarely,3,6,6,18,4,1,0,Full-Time,No
EMP00165,51,Male,Sales,Sales Manager,4,Life Sciences,Married,5,26,18,3,28,90772,68,4,2,3,2,No,Non-Travel,2,4,2,18,3,0,1,Full-Time,No
EMP00166,51,Female,Sales,Sales Representative,5,Medical,Married,5,6,2,2,29,123452,78,4,2,4,3,Yes,Travel_Rarely,3,5,6,9,3,0,1,Full-Time,No
EMP00167,43,Male,Sales,Sales Representative,4,Medical,Married,4,12,10,5,20,85150,93,3,4,4,3,Yes,Travel_Rarely,4,2,4,3,3,1,1,Full-Time,No
EMP00168,31,Male,Research & Development,Manufacturing Director,3,Technical Degree,Single,2,5,2,3,8,48760,55,4,3,3,3,No,Travel_Frequently,2,2,0,7,3,0,1,Full-Time,Yes
EMP00169,58,Male,Research & Development,Healthcare Representative,3,Other,Single,5,32,20,11,35,87489,36,3,2,4,3,No,Travel_Rarely,4,2,4,15,4,3,1,Full-Time,No
EMP00170,21,Female,Sales,Sales Manager,4,Human Resources,Married,1,0,0,0,0,32083,91,4,3,3,4,Yes,Travel_Rarely,3,1,4,30,4,0,1,Contract,No
EMP00171,22,Male,Research & Development,Manufacturing Director,3,Medical,Single,1,0,0,0,0,41792,53,3,1,3,3,Yes,Travel_Frequently,3,3,3,9,3,3,0,Full-Time,Yes
EMP00172,56,Female,Research & Development,Healthcare Representative,1,Medical,Single,5,30,9,20,34,107620,69,1,2,4,3,No,Travel_Rarely,3,5,0,27,3,1,1,Full-Time,No
EMP00173,36,Male,Research & Development,Research Scientist,2,Technical Degree,Married,3,5,1,0,15,82317,76,3,3,3,4,Yes,Travel_Frequently,1,5,0,36,1,3,0,Full-Time,No
EMP00174,21,Male,Sales,Sales Manager,4,Technical Degree,Single,1,0,0,0,0,31877,37,3,2,4,3,No,Travel_Rarely,4,4,5,18,3,1,0,Full-Time,Yes
EMP00175,21,Male,Research & Development,Manufacturing Director,2,Other,Married,1,0,0,0,0,30048,83,3,3,2,3,No,Travel_Rarely,3,0,7,31,3,2,1,Full-Time,No
EMP00176,47,Female,Research & Development,Research Director,4,Human Resources,Married,5,20,13,12,26,79333,38,1,3,3,4,No,Travel_Rarely,3,2,2,17,3,0,0,Full-Time,No
EMP00177,42,Male,Sales,Sales Executive,3,Life Sciences,Divorced,4,18,6,6,20,86106,32,4,4,1,2,No,Travel_Rarely,3,6,1,6,2,1,0,Full-Time,No
EMP00178,56,Female,Sales,Sales Representative,3,Other,Married,5,25,5,7,35,125471,83,2,4,3,2,No,Travel_Frequently,3,5,4,39,4,0,0,Full-Time,No
EMP00179,51,Male,Research & Development,Research Scientist,1,Life Sciences,Single,5,15,12,4,28,111365,50,2,1,3,4,Yes,Travel_Rarely,4,5,6,25,3,0,0,Full-Time,No
EMP00180,52,Male,Human Resources,Recruiter,2,Marketing,Married,5,7,6,4,30,93390,77,3,2,4,3,No,Travel_Rarely,3,0,2,38,3,1,0,Full-Time,No
EMP00181,20,Female,Research & Development,Research Scientist,5,Medical,Married,2,0,0,0,0,61844,76,3,2,3,4,No,Travel_Rarely,4,4,6,38,1,1,1,Contract,No
EMP00182,38,Female,Research & Development,Healthcare Representative,4,Human Resources,Divorced,4,9,5,5,16,96787,97,3,2,4,1,No,Travel_Rarely,3,5,5,31,3,0,1,Full-Time,No
EMP00183,21,Female,Research & Development,Research Director,4,Other,Married,1,0,0,0,0,28304,92,4,4,2,3,No,Travel_Rarely,2,5,7,29,4,1,1,Full-Time,No
EMP00184,45,Female,Research & Development,Research Director,3,Medical,Single,4,18,9,12,25,98157,45,3,4,4,2,No,Travel_Rarely,4,3,7,9,3,1,1,Full-Time,No
EMP00185,51,Female,Sales,Sales Manager,4,Human Resources,Divorced,5,16,9,4,29,93024,34,3,3,3,3,Yes,Travel_Frequently,3,0,2,1,3,0,1,Full-Time,No
EMP00186,25,Female,Research & Development,Healthcare Representative,3,Human Resources,Single,1,1,0,0,5,30519,40,4,3,3,2,No,Travel_Frequently,3,6,4,16,2,1,1,Full-Time,Yes
EMP00187,51,Female,Human Resources,Recruiter,3,Human Resources,Married,4,11,6,0,31,75126,58,1,1,2,2,No,Travel_Rarely,4,6,3,38,3,1,0,Full-Time,No
EMP00188,23,Female,Research & Development,Research Director,1,Medical,Married,1,0,0,0,3,35781,99,3,3,3,1,No,Travel_Rarely,2,4,3,23,4,0,0,Full-Time,Yes
EMP00189,30,Female,Human Resources,Human Resources,3,Other,Single,2,5,3,3,8,50996,77,4,4,3,3,Yes,Non-Travel,3,4,4,8,3,2,1,Full-Time,No
EMP00190,36,Female,Research & Development,Research Scientist,4,Technical Degree,Single,3,10,4,2,15,62649,44,1,3,3,3,Yes,Travel_Rarely,3,2,5,12,4,1,1,Full-Time,No
EMP00191,57,Female,Sales,Sales Representative,5,Medical,Single,5,21,8,4,35,87058,63,3,2,4,2,Yes,Travel_Rarely,3,3,5,10,4,2,1,Full-Time,No
EMP00192,43,Male,Human Resources,HR Manager,1,Human Resources,Married,3,18,4,4,22,77560,89,4,3,4,2,No,Travel_Rarely,4,4,0,16,4,0,1,Full-Time,No
EMP00193,24,Female,Sales,Sales Executive,4,Other,Divorced,2,1,0,0,2,64562,91,3,3,4,2,No,Travel_Rarely,4,3,1,24,4,2,0,Full-Time,No
EMP00194,53,Female,Research & Development,Manufacturing Director,3,Marketing,Single,5,21,8,7,31,115217,31,3,3,3,4,No,Travel_Frequently,3,2,6,39,1,0,1,Full-Time,No
EMP00195,25,Male,Sales,Sales Representative,3,Life Sciences,Married,2,0,0,0,3,47902,48,4,3,4,2,No,Travel_Frequently,3,6,3,8,4,0,1,Full-Time,No
EMP00196,41,Female,Sales,Sales Manager,2,Human Resources,Single,3,15,10,10,20,61261,78,2,3,4,2,Yes,Travel_Rarely,4,0,1,11,2,0,1,Full-Time,No
EMP00197,30,Male,Research & Development,Laboratory Technician,3,Marketing,Married,3,4,2,2,8,60406,57,1,4,2,4,No,Travel_Rarely,3,5,2,26,1,2,1,Part-Time,Yes
EMP00198,35,Male,Sales,Sales Representative,3,Technical Degree,Single,3,9,7,1,15,57855,77,4,4,3,3,No,Travel_Rarely,3,5,6,7,1,1,0,Full-Time,No
EMP00199,52,Female,Research & Development,Research Director,3,Human Resources,Divorced,5,21,12,15,30,104686,66,4,1,2,3,No,Travel_Rarely,3,1,6,15,2,0,0,Full-Time,No
EMP00200,28,Male,Research & Development,Laboratory Technician,4,Marketing,Married,3,3,2,0,8,72620,78,3,4,1,3,No,Travel_Rarely,4,1,6,15,3,0,0,Full-Time,No
EMP00201,25,Female,Sales,Sales Representative,4,Human Resources,Married,1,1,0,0,2,39690,77,3,3,2,4,No,Travel_Rarely,4,1,2,3,3,0,0,Full-Time,No
EMP00202,35,Female,Sales,Sales Manager,3,Medical,Married,3,3,2,0,12,74976,58,4,4,1,2,No,Travel_Frequently,3,5,4,16,1,0,0,Full-Time,No
EMP00203,48,Male,Research & Development,Research Director,5,Other,Married,5,19,13,8,27,92643,89,4,4,4,4,Yes,Travel_Frequently,4,3,7,15,3,1,1,Full-Time,No
EMP00204,22,Male,Research & Development,Laboratory Technician,3,Marketing,Divorced,2,0,0,0,1,48727,58,2,3,3,4,No,Travel_Rarely,3,1,7,25,3,1,1,Full-Time,No
EMP00205,39,Male,Research & Development,Laboratory Technician,2,Other,Married,4,15,14,1,16,92879,87,1,4,2,3,Yes,Travel_Rarely,3,0,4,33,3,3,1,Full-Time,No
EMP00206,55,Female,Research & Development,Research Director,4,Medical,Divorced,5,9,3,2,33,95299,77,3,2,4,3,No,Travel_Rarely,4,4,4,14,2,3,1,Full-Time,No
EMP00207,38,Female,Research & Development,Healthcare Representative,2,Medical,Married,4,4,1,0,16,74592,52,4,2,4,3,Yes,Travel_Frequently,2,3,6,24,2,1,0,Full-Time,No
EMP00208,45,Female,Research & Development,Research Director,3,Other,Single,5,10,5,4,23,96456,56,4,3,4,1,No,Travel_Frequently,2,5,5,11,2,0,0,Full-Time,No
EMP00209,22,Male,Research & Development,Manufacturing Director,2,Marketing,Married,2,0,0,0,0,47330,36,4,4,3,2,No,Non-Travel,3,0,3,3,2,0,1,Full-Time,No
EMP00210,38,Female,Research & Development,Healthcare Representative,1,Other,Single,4,6,5,3,18,69744,78,4,4,3,4,No,Travel_Rarely,3,6,1,9,3,1,0,Full-Time,No
EMP00211,39,Male,Sales,Sales Representative,4,Other,Married,4,12,8,2,18,98675,83,3,3,2,3,No,Travel_Rarely,3,5,7,6,3,1,1,Full-Time,No
EMP00212,51,Female,Sales,Sales Executive,2,Life Sciences,Married,5,17,10,3,31,118719,97,3,3,2,3,Yes,Travel_Rarely,3,3,2,31,2,1,1,Full-Time,No
EMP00213,26,Male,Research & Development,Research Director,3,Marketing,Married,1,0,0,0,3,31675,71,4,2,2,3,No,Travel_Rarely,4,3,1,16,3,3,1,Full-Time,Yes
EMP00214,52,Female,Research & Development,Manufacturing Director,1,Life Sciences,Single,5,14,8,0,32,82061,88,4,4,3,3,No,Travel_Rarely,4,3,7,11,3,2,1,Contract,No
EMP00215,59,Male,Research & Development,Healthcare Representative,4,Human Resources,Single,5,31,6,21,37,113405,73,3,2,4,1,No,Travel_Rarely,3,2,3,17,4,0,0,Full-Time,No
EMP00216,58,Female,Research & Development,Research Director,3,Other,Married,5,27,18,4,36,88886,55,1,4,1,3,No,Travel_Rarely,3,4,6,3,2,0,1,Full-Time,No
EMP00217,37,Male,Research & Development,Laboratory Technician,4,Human Resources,Divorced,4,13,10,9,17,81643,52,4,3,2,3,No,Travel_Frequently,3,1,1,19,4,2,0,Full-Time,No
EMP00218,59,Female,Human Resources,Recruiter,3,Marketing,Married,5,27,14,7,36,82032,37,3,3,2,2,No,Non-Travel,3,2,6,24,3,2,0,Full-Time,No
EMP00219,20,Female,Research & Development,Research Director,2,Other,Married,2,0,0,0,0,46230,82,3,3,4,4,Yes,Travel_Rarely,3,4,1,8,1,0,1,Full-Time,No
EMP00220,30,Male,Sales,Sales Executive,3,Human Resources,Married,2,2,0,1,8,59829,43,3,4,3,2,Yes,Travel_Rarely,3,5,5,36,4,1,1,Full-Time,No
EMP00221,47,Female,Research & Development,Research Director,2,Technical Degree,Married,5,10,3,4,25,116454,36,3,3,3,3,Yes,Travel_Rarely,3,1,7,2,3,1,1,Full-Time,No
EMP00222,44,Female,Research & Development,Healthcare Representative,3,Medical,Single,4,18,5,4,21,74376,38,2,4,1,2,No,Travel_Rarely,3,6,4,23,3,1,1,Full-Time,No
EMP00223,42,Male,Research & Development,Healthcare Representative,3,Other,Married,3,21,10,9,22,64131,32,4,1,3,3,No,Travel_Rarely,3,2,5,30,3,0,1,Full-Time,No
EMP00224,50,Male,Research & Development,Research Director,5,Medical,Single,5,16,14,9,28,85292,46,2,3,1,3,No,Travel_Frequently,3,2,5,25,3,2,1,Part-Time,No
EMP00225,49,Female,Research & Development,Healthcare Representative,1,Life Sciences,Divorced,4,5,4,0,27,69192,73,2,4,3,3,No,Travel_Rarely,3,0,6,7,2,1,1,Full-Time,No
EMP00226,54,Male,Research & Development,Laboratory Technician,4,Human Resources,Single,5,10,5,0,34,125185,75,3,4,1,4,No,Travel_Rarely,3,6,1,28,1,0,1,Full-Time,No
EMP00227,26,Male,Sales,Sales Representative,2,Life Sciences,Married,1,2,1,0,6,38867,87,4,4,4,1,No,Travel_Rarely,3,6,1,17,4,1,1,Full-Time,No
EMP00228,35,Male,Research & Development,Research Director,3,Other,Single,2,9,6,0,14,53810,57,4,1,3,3,Yes,Travel_Rarely,3,2,5,32,4,1,1,Full-Time,No
EMP00229,45,Female,Sales,Sales Manager,3,Medical,Single,4,5,1,2,22,96154,43,4,1,4,3,Yes,Travel_Frequently,1,3,1,1,2,2,1,Full-Time,No
EMP00230,21,Male,Human Resources,HR Manager,5,Medical,Married,2,0,0,0,0,60961,38,4,3,3,4,No,Non-Travel,3,5,5,27,3,0,0,Full-Time,No
EMP00231,20,Female,Research & Development,Laboratory Technician,2,Human Resources,Single,1,0,0,0,0,41360,55,1,1,3,3,No,Travel_Rarely,3,6,0,36,3,3,0,Full-Time,No
EMP00232,31,Female,Sales,Sales Manager,1,Other,Single,2,7,4,1,8,41196,31,1,4,1,1,No,Travel_Rarely,3,2,7,7,2,0,1,Full-Time,No
EMP00233,24,Female,Sales,Sales Manager,3,Technical Degree,Married,2,1,0,0,2,45283,63,3,2,3,1,No,Travel_Rarely,3,3,5,3,3,1,1,Full-Time,No
EMP00234,56,Female,Research & Development,Manufacturing Director,2,Technical Degree,Single,5,28,13,2,36,109503,48,2,3,3,4,No,Travel_Frequently,3,4,2,30,3,1,1,Full-Time,No
EMP00235,51,Male,Research & Development,Research Director,2,Human Resources,Single,5,21,16,0,31,96522,68,4,1,3,4,No,Travel_Rarely,4,4,2,1,3,0,1,Full-Time,No
EMP00236,28,Female,Research & Development,Healthcare Representative,3,Other,Married,2,5,1,0,8,64379,42,3,3,4,2,No,Travel_Rarely,3,6,1,34,4,1,0,Full-Time,No
EMP00237,54,Male,Sales,Sales Representative,1,Human Resources,Married,5,23,9,17,33,109991,34,4,3,4,3,No,Travel_Frequently,3,3,5,38,1,2,0,Full-Time,No
EMP00238,38,Male,Research & Development,Laboratory Technician,1,Other,Divorced,3,10,6,1,15,83681,79,2,1,4,3,Yes,Travel_Rarely,4,0,5,36,3,1,1,Contract,No
EMP00239,35,Male,Sales,Sales Representative,4,Life Sciences,Divorced,2,9,4,5,14,45634,52,3,2,1,4,Yes,Travel_Rarely,3,0,4,33,3,1,1,Full-Time,No
EMP00240,22,Male,Research & Development,Manufacturing Director,3,Human Resources,Married,2,0,0,0,0,61534,58,3,3,3,4,Yes,Non-Travel,3,4,7,16,3,0,1,Part-Time,No
EMP00241,39,Female,Research & Development,Research Director,2,Other,Single,4,12,4,1,16,78832,55,2,4,1,4,No,Travel_Rarely,1,5,6,38,2,0,0,Full-Time,No
EMP00242,43,Female,Research & Development,Research Director,2,Technical Degree,Married,3,18,4,7,22,84721,86,3,2,3,4,No,Travel_Rarely,3,2,4,11,3,0,1,Full-Time,No
EMP00243,52,Male,Sales,Sales Representative,3,Other,Married,5,28,21,10,32,86382,30,3,3,3,4,Yes,Travel_Rarely,3,6,4,8,4,3,1,Full-Time,No
EMP00244,43,Male,Human Resources,Recruiter,2,Other,Married,3,8,4,6,22,69814,57,3,4,1,2,No,Travel_Rarely,3,6,5,1,2,2,1,Full-Time,No
EMP00245,30,Female,Research & Development,Research Scientist,3,Human Resources,Married,2,2,0,1,10,59828,91,3,4,4,4,Yes,Travel_Rarely,3,4,7,14,3,3,1,Full-Time,No
EMP00246,27,Male,Research & Development,Research Scientist,2,Life Sciences,Single,2,3,1,1,6,51183,76,1,4,3,3,No,Travel_Rarely,4,4,5,30,4,0,1,Full-Time,No
EMP00247,55,Male,Sales,Sales Manager,3,Life Sciences,Married,5,20,5,9,34,100815,88,3,4,3,4,No,Travel_Rarely,3,3,2,21,1,1,1,Full-Time,No
EMP00248,57,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,5,31,21,11,36,124915,60,2,3,1,3,No,Travel_Frequently,3,0,3,21,4,0,1,Full-Time,No
EMP00249,59,Female,Sales,Sales Executive,3,Life Sciences,Divorced,5,21,5,5,39,98826,99,1,3,3,1,No,Non-Travel,3,5,1,34,2,2,0,Full-Time,No
EMP00250,39,Female,Research & Development,Laboratory Technician,4,Marketing,Single,3,11,8,8,18,72578,78,2,1,4,3,Yes,Travel_Frequently,3,3,2,38,1,0,1,Contract,No
EMP00251,54,Male,Human Resources,Human Resources,3,Human Resources,Single,5,19,4,9,31,81586,34,2,3,3,3,No,Travel_Rarely,4,4,4,26,2,0,0,Full-Time,No
EMP00252,44,Male,Research & Development,Laboratory Technician,2,Medical,Single,5,4,1,1,21,118212,60,3,4,4,2,Yes,Travel_Rarely,3,1,2,14,1,1,1,Full-Time,Yes
EMP00253,54,Female,Sales,Sales Executive,2,Human Resources,Married,5,21,19,3,31,109189,66,1,3,1,3,Yes,Travel_Rarely,2,2,2,35,1,0,1,Part-Time,No
EMP00254,44,Female,Sales,Sales Representative,3,Marketing,Single,5,20,15,0,24,97836,44,3,4,3,3,Yes,Travel_Frequently,3,4,2,18,3,1,1,Full-Time,No
EMP00255,48,Male,Research & Development,Healthcare Representative,2,Life Sciences,Single,4,9,2,6,28,66930,81,3,4,4,3,No,Travel_Rarely,3,3,7,20,2,1,0,Full-Time,No
EMP00256,37,Female,Sales,Sales Executive,2,Marketing,Divorced,4,9,7,2,14,89375,98,3,2,3,3,No,Travel_Rarely,3,1,4,9,4,1,0,Full-Time,No
EMP00257,37,Male,Sales,Sales Representative,4,Technical Degree,Single,3,9,5,3,14,53948,40,4,4,1,2,No,Travel_Frequently,4,1,3,33,3,3,0,Part-Time,Yes
EMP00258,21,Male,Research & Development,Manufacturing Director,3,Technical Degree,Married,2,0,0,0,0,40828,72,3,3,3,4,No,Travel_Frequently,2,4,0,4,3,0,0,Full-Time,No
EMP00259,54,Female,Research & Development,Research Director,3,Human Resources,Married,5,9,6,6,32,107698,99,3,2,3,3,Yes,Travel_Rarely,3,5,1,4,3,1,0,Full-Time,No
EMP00260,35,Male,Sales,Sales Executive,3,Human Resources,Married,2,11,8,0,12,45336,52,4,4,4,1,No,Travel_Frequently,3,0,1,16,3,2,1,Full-Time,No
EMP00261,55,Female,Human Resources,Recruiter,3,Medical,Married,5,17,16,11,34,87972,69,3,3,4,3,No,Travel_Rarely,4,1,6,26,3,1,1,Part-Time,No
EMP00262,52,Male,Sales,Sales Representative,1,Medical,Divorced,5,11,4,1,30,109427,92,4,4,4,3,No,Travel_Rarely,4,6,2,6,2,0,1,Contract,No
EMP00263,23,Male,Human Resources,Recruiter,4,Technical Degree,Divorced,2,0,0,0,1,42088,31,3,3,3,1,No,Travel_Rarely,3,2,3,37,4,2,0,Full-Time,Yes
EMP00264,52,Female,Sales,Sales Manager,2,Life Sciences,Single,5,23,13,13,32,93623,76,3,3,2,3,Yes,Travel_Rarely,3,3,4,22,3,0,0,Contract,No
EMP00265,33,Male,Human Resources,Recruiter,4,Marketing,Single,2,8,1,1,12,44386,59,4,4,3,3,Yes,Travel_Rarely,2,3,0,39,1,0,0,Full-Time,Yes
EMP00266,40,Female,Research & Development,Healthcare Representative,4,Medical,Single,3,14,2,6,20,71825,45,2,3,4,3,No,Travel_Rarely,3,3,0,7,3,0,0,Full-Time,No
EMP00267,39,Male,Research & Development,Research Scientist,4,Other,Married,3,5,1,1,19,74395,88,2,3,4,3,Yes,Travel_Rarely,3,6,2,30,3,0,1,Contract,No
EMP00268,27,Male,Human Resources,Human Resources,3,Medical,Divorced,1,5,3,0,6,39948,76,2,1,1,3,Yes,Non-Travel,3,4,2,10,2,0,0,Full-Time,Yes
EMP00269,26,Male,Sales,Sales Representative,1,Life Sciences,Married,2,3,1,2,6,46925,59,3,4,3,2,No,Travel_Frequently,3,3,4,15,4,0,1,Full-Time,No
EMP00270,22,Female,Human Resources,Recruiter,3,Life Sciences,Married,1,0,0,0,1,29522,38,2,1,2,4,No,Travel_Rarely,3,6,6,6,3,0,1,Full-Time,No
EMP00271,36,Male,Research & Development,Healthcare Representative,3,Human Resources,Single,3,8,1,2,15,56028,94,3,4,2,2,No,Travel_Frequently,3,3,4,24,3,0,1,Full-Time,Yes
EMP00272,52,Female,Research & Development,Laboratory Technician,3,Marketing,Married,5,16,9,2,32,98866,88,4,3,3,3,No,Travel_Frequently,3,2,7,2,3,0,1,Part-Time,No
EMP00273,31,Male,Research & Development,Healthcare Representative,4,Life Sciences,Divorced,3,7,6,2,8,83344,93,4,3,3,2,No,Travel_Frequently,2,6,5,15,4,1,0,Part-Time,No
EMP00274,41,Female,Research & Development,Research Scientist,3,Medical,Single,3,19,9,13,21,60408,37,3,4,1,2,Yes,Travel_Frequently,2,0,4,21,2,0,1,Full-Time,Yes
EMP00275,41,Male,Sales,Sales Manager,2,Medical,Married,4,8,5,2,19,76312,81,4,2,4,3,No,Travel_Rarely,2,5,2,18,3,0,0,Part-Time,No
EMP00276,49,Female,Research & Development,Research Director,2,Technical Degree,Single,4,25,20,19,29,70234,47,3,3,4,2,No,Travel_Rarely,4,4,3,5,2,0,0,Full-Time,No
EMP00277,57,Female,Research & Development,Research Director,3,Life Sciences,Married,5,29,23,21,36,107209,87,3,4,4,3,Yes,Travel_Rarely,2,4,2,25,3,0,0,Full-Time,No
EMP00278,57,Female,Research & Development,Manufacturing Director,3,Other,Married,5,33,20,3,35,110664,78,4,4,2,2,Yes,Travel_Rarely,4,3,6,36,1,0,0,Full-Time,No
EMP00279,27,Female,Research & Development,Research Director,4,Human Resources,Single,1,2,1,0,6,38658,61,4,3,3,3,No,Travel_Rarely,3,2,2,10,1,0,1,Full-Time,No
EMP00280,46,Female,Research & Development,Research Scientist,4,Marketing,Married,5,15,7,10,23,119092,77,4,3,3,3,No,Non-Travel,3,1,0,23,4,1,1,Full-Time,No
EMP00281,46,Female,Sales,Sales Manager,4,Other,Single,4,9,8,2,23,85270,74,2,4,2,1,Yes,Travel_Frequently,4,6,7,24,3,1,1,Full-Time,Yes
EMP00282,53,Male,Sales,Sales Representative,4,Human Resources,Married,5,26,10,0,31,85302,83,3,4,3,4,No,Travel_Frequently,3,3,4,10,2,3,1,Full-Time,No
EMP00283,40,Male,Sales,Sales Manager,4,Medical,Married,3,3,1,0,17,62666,75,4,4,4,2,No,Travel_Rarely,3,6,1,6,3,1,1,Full-Time,No
EMP00284,49,Female,Sales,Sales Manager,1,Other,Single,5,16,3,7,26,109852,60,3,3,1,2,No,Travel_Rarely,3,3,4,13,3,1,1,Full-Time,No
EMP00285,52,Female,Research & Development,Research Director,4,Human Resources,Married,5,15,12,9,32,107560,66,3,4,4,3,No,Travel_Rarely,4,4,5,21,2,0,1,Full-Time,No
EMP00286,47,Female,Sales,Sales Manager,2,Medical,Married,5,12,6,1,27,103741,45,3,3,4,3,No,Travel_Frequently,3,4,3,32,2,2,1,Full-Time,No
EMP00287,52,Male,Human Resources,Human Resources,2,Medical,Married,5,20,7,1,29,110807,75,4,1,4,3,No,Travel_Rarely,3,3,3,15,4,0,1,Full-Time,No
EMP00288,24,Male,Research & Development,Healthcare Representative,3,Medical,Single,2,0,0,0,1,56097,75,2,3,4,2,No,Travel_Rarely,3,4,4,2,3,1,1,Full-Time,No
EMP00289,38,Male,Research & Development,Healthcare Representative,3,Medical,Married,3,12,11,7,18,81311,90,3,1,3,4,Yes,Travel_Rarely,3,2,4,15,3,0,1,Full-Time,Yes
EMP00290,23,Female,Research & Development,Research Scientist,1,Medical,Divorced,2,0,0,0,0,54864,75,1,1,4,3,Yes,Travel_Rarely,3,1,2,17,4,1,0,Full-Time,Yes
EMP00291,54,Male,Sales,Sales Executive,2,Technical Degree,Single,5,12,7,7,31,115254,80,3,2,3,2,No,Travel_Frequently,3,1,1,20,3,3,0,Part-Time,No
EMP00292,36,Male,Research & Development,Healthcare Representative,1,Other,Single,3,9,6,3,15,61384,91,4,1,4,3,No,Travel_Rarely,3,6,6,6,2,3,1,Full-Time,No
EMP00293,47,Male,Research & Development,Manufacturing Director,5,Human Resources,Single,5,13,7,7,24,110585,64,1,3,2,4,No,Non-Travel,3,1,2,15,2,0,1,Full-Time,No
EMP00294,49,Male,Research & Development,Healthcare Representative,1,Technical Degree,Married,5,5,2,1,27,121002,71,3,1,2,3,No,Travel_Frequently,3,6,7,17,3,0,1,Contract,No
EMP00295,48,Male,Research & Development,Research Scientist,2,Technical Degree,Single,4,17,15,3,27,81343,74,3,2,3,2,Yes,Travel_Frequently,4,3,0,26,4,2,1,Full-Time,Yes
EMP00296,25,Male,Human Resources,HR Manager,3,Life Sciences,Married,1,2,0,1,3,40905,97,1,1,2,3,Yes,Travel_Frequently,4,5,7,22,1,1,0,Contract,Yes
EMP00297,54,Female,Human Resources,HR Manager,3,Life Sciences,Married,5,20,10,6,31,112752,76,3,1,3,2,No,Travel_Rarely,2,3,0,9,2,1,1,Full-Time,No
EMP00298,56,Male,Research & Development,Research Director,5,Life Sciences,Married,5,28,13,21,36,81817,59,2,2,3,3,No,Travel_Rarely,3,3,7,12,4,1,1,Full-Time,No
EMP00299,43,Male,Research & Development,Research Director,1,Marketing,Married,3,14,8,3,22,71867,53,3,3,4,4,No,Travel_Rarely,4,2,3,22,2,1,1,Full-Time,No
